Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 05:05] Train Step 939600/1000000, Batch Size = 64, Examples/Sec = 5340.94, Accuracy = 0.66, Loss = 1.072
[2019-11-27 05:06] Train Step 939700/1000000, Batch Size = 64, Examples/Sec = 4406.43, Accuracy = 0.67, Loss = 1.082
[2019-11-27 05:06] Train Step 939800/1000000, Batch Size = 64, Examples/Sec = 5136.73, Accuracy = 0.66, Loss = 1.066
[2019-11-27 05:06] Train Step 939900/1000000, Batch Size = 64, Examples/Sec = 6706.69, Accuracy = 0.65, Loss = 1.121
[2019-11-27 05:06] Train Step 940000/1000000, Batch Size = 64, Examples/Sec = 6865.36, Accuracy = 0.66, Loss = 1.083
[2019-11-27 05:06] Train Step 940100/1000000, Batch Size = 64, Examples/Sec = 6352.00, Accuracy = 0.67, Loss = 1.074
[2019-11-27 05:06] Train Step 940200/1000000, Batch Size = 64, Examples/Sec = 6805.31, Accuracy = 0.65, Loss = 1.126
[2019-11-27 05:06] Train Step 940300/1000000, Batch Size = 64, Examples/Sec = 5143.23, Accuracy = 0.65, Loss = 1.112
[2019-11-27 05:06] Train Step 940400/1000000, Batch Size = 64, Examples/Sec = 5512.47, Accuracy = 0.65, Loss = 1.116
[2019-11-27 05:06] Train Step 940500/1000000, Batch Size = 64, Examples/Sec = 6514.79, Accuracy = 0.66, Loss = 1.103
[2019-11-27 05:06] Train Step 940600/1000000, Batch Size = 64, Examples/Sec = 6620.35, Accuracy = 0.63, Loss = 1.172
[2019-11-27 05:06] Train Step 940700/1000000, Batch Size = 64, Examples/Sec = 5864.11, Accuracy = 0.66, Loss = 1.133
[2019-11-27 05:06] Train Step 940800/1000000, Batch Size = 64, Examples/Sec = 6741.90, Accuracy = 0.65, Loss = 1.085
[2019-11-27 05:06] Train Step 940900/1000000, Batch Size = 64, Examples/Sec = 5738.38, Accuracy = 0.66, Loss = 1.100
[2019-11-27 05:06] Train Step 941000/1000000, Batch Size = 64, Examples/Sec = 6230.08, Accuracy = 0.65, Loss = 1.116
[2019-11-27 05:06] Train Step 941100/1000000, Batch Size = 64, Examples/Sec = 6439.15, Accuracy = 0.67, Loss = 1.069
[2019-11-27 05:06] Train Step 941200/1000000, Batch Size = 64, Examples/Sec = 5823.40, Accuracy = 0.68, Loss = 1.037
[2019-11-27 05:06] Train Step 941300/1000000, Batch Size = 64, Examples/Sec = 6892.68, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:06] Train Step 941400/1000000, Batch Size = 64, Examples/Sec = 6860.09, Accuracy = 0.67, Loss = 1.089
[2019-11-27 05:06] Train Step 941500/1000000, Batch Size = 64, Examples/Sec = 6796.69, Accuracy = 0.65, Loss = 1.134
[2019-11-27 05:06] Train Step 941600/1000000, Batch Size = 64, Examples/Sec = 6810.32, Accuracy = 0.67, Loss = 1.072
[2019-11-27 05:06] Train Step 941700/1000000, Batch Size = 64, Examples/Sec = 6771.49, Accuracy = 0.66, Loss = 1.104
[2019-11-27 05:06] Train Step 941800/1000000, Batch Size = 64, Examples/Sec = 4938.74, Accuracy = 0.65, Loss = 1.091
[2019-11-27 05:06] Train Step 941900/1000000, Batch Size = 64, Examples/Sec = 6513.84, Accuracy = 0.64, Loss = 1.133
[2019-11-27 05:06] Train Step 942000/1000000, Batch Size = 64, Examples/Sec = 6051.57, Accuracy = 0.66, Loss = 1.082
[2019-11-27 05:06] Train Step 942100/1000000, Batch Size = 64, Examples/Sec = 6361.03, Accuracy = 0.66, Loss = 1.086
[2019-11-27 05:06] Train Step 942200/1000000, Batch Size = 64, Examples/Sec = 5954.65, Accuracy = 0.65, Loss = 1.113
[2019-11-27 05:06] Train Step 942300/1000000, Batch Size = 64, Examples/Sec = 6831.46, Accuracy = 0.68, Loss = 1.048
[2019-11-27 05:06] Train Step 942400/1000000, Batch Size = 64, Examples/Sec = 6761.94, Accuracy = 0.67, Loss = 1.074
[2019-11-27 05:06] Train Step 942500/1000000, Batch Size = 64, Examples/Sec = 4132.76, Accuracy = 0.69, Loss = 1.029
[2019-11-27 05:06] Train Step 942600/1000000, Batch Size = 64, Examples/Sec = 6411.62, Accuracy = 0.66, Loss = 1.108
[2019-11-27 05:06] Train Step 942700/1000000, Batch Size = 64, Examples/Sec = 4742.76, Accuracy = 0.65, Loss = 1.117
[2019-11-27 05:06] Train Step 942800/1000000, Batch Size = 64, Examples/Sec = 5773.43, Accuracy = 0.65, Loss = 1.132
[2019-11-27 05:06] Train Step 942900/1000000, Batch Size = 64, Examples/Sec = 6702.51, Accuracy = 0.67, Loss = 1.080
[2019-11-27 05:06] Train Step 943000/1000000, Batch Size = 64, Examples/Sec = 6890.73, Accuracy = 0.68, Loss = 1.090
[2019-11-27 05:07] Train Step 943100/1000000, Batch Size = 64, Examples/Sec = 6851.69, Accuracy = 0.67, Loss = 1.091
[2019-11-27 05:07] Train Step 943200/1000000, Batch Size = 64, Examples/Sec = 6849.24, Accuracy = 0.65, Loss = 1.138
[2019-11-27 05:07] Train Step 943300/1000000, Batch Size = 64, Examples/Sec = 6774.57, Accuracy = 0.67, Loss = 1.065
[2019-11-27 05:07] Train Step 943400/1000000, Batch Size = 64, Examples/Sec = 6898.35, Accuracy = 0.66, Loss = 1.056
[2019-11-27 05:07] Train Step 943500/1000000, Batch Size = 64, Examples/Sec = 6922.19, Accuracy = 0.64, Loss = 1.143
[2019-11-27 05:07] Train Step 943600/1000000, Batch Size = 64, Examples/Sec = 6471.13, Accuracy = 0.64, Loss = 1.115
[2019-11-27 05:07] Train Step 943700/1000000, Batch Size = 64, Examples/Sec = 6927.90, Accuracy = 0.67, Loss = 1.045
[2019-11-27 05:07] Train Step 943800/1000000, Batch Size = 64, Examples/Sec = 6789.65, Accuracy = 0.64, Loss = 1.152
[2019-11-27 05:07] Train Step 943900/1000000, Batch Size = 64, Examples/Sec = 6879.79, Accuracy = 0.66, Loss = 1.104
[2019-11-27 05:07] Train Step 944000/1000000, Batch Size = 64, Examples/Sec = 4756.80, Accuracy = 0.67, Loss = 1.094
[2019-11-27 05:07] Train Step 944100/1000000, Batch Size = 64, Examples/Sec = 6992.51, Accuracy = 0.66, Loss = 1.102
[2019-11-27 05:07] Train Step 944200/1000000, Batch Size = 64, Examples/Sec = 6272.74, Accuracy = 0.68, Loss = 1.036
[2019-11-27 05:07] Train Step 944300/1000000, Batch Size = 64, Examples/Sec = 4316.38, Accuracy = 0.68, Loss = 1.073
[2019-11-27 05:07] Train Step 944400/1000000, Batch Size = 64, Examples/Sec = 6810.14, Accuracy = 0.65, Loss = 1.099
[2019-11-27 05:07] Train Step 944500/1000000, Batch Size = 64, Examples/Sec = 6882.78, Accuracy = 0.63, Loss = 1.149
[2019-11-27 05:07] Train Step 944600/1000000, Batch Size = 64, Examples/Sec = 6862.37, Accuracy = 0.66, Loss = 1.107
[2019-11-27 05:07] Train Step 944700/1000000, Batch Size = 64, Examples/Sec = 4561.97, Accuracy = 0.65, Loss = 1.126
[2019-11-27 05:07] Train Step 944800/1000000, Batch Size = 64, Examples/Sec = 6884.55, Accuracy = 0.64, Loss = 1.143
[2019-11-27 05:07] Train Step 944900/1000000, Batch Size = 64, Examples/Sec = 6808.59, Accuracy = 0.65, Loss = 1.155
[2019-11-27 05:07] Train Step 945000/1000000, Batch Size = 64, Examples/Sec = 5542.98, Accuracy = 0.64, Loss = 1.113
[2019-11-27 05:07] Train Step 945100/1000000, Batch Size = 64, Examples/Sec = 6882.08, Accuracy = 0.66, Loss = 1.065
[2019-11-27 05:07] Train Step 945200/1000000, Batch Size = 64, Examples/Sec = 6823.30, Accuracy = 0.65, Loss = 1.128
[2019-11-27 05:07] Train Step 945300/1000000, Batch Size = 64, Examples/Sec = 6819.83, Accuracy = 0.63, Loss = 1.165
[2019-11-27 05:07] Train Step 945400/1000000, Batch Size = 64, Examples/Sec = 5332.24, Accuracy = 0.66, Loss = 1.102
[2019-11-27 05:07] Train Step 945500/1000000, Batch Size = 64, Examples/Sec = 6616.60, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:07] Train Step 945600/1000000, Batch Size = 64, Examples/Sec = 6734.29, Accuracy = 0.66, Loss = 1.061
[2019-11-27 05:07] Train Step 945700/1000000, Batch Size = 64, Examples/Sec = 6748.17, Accuracy = 0.65, Loss = 1.114
[2019-11-27 05:07] Train Step 945800/1000000, Batch Size = 64, Examples/Sec = 6812.39, Accuracy = 0.66, Loss = 1.073
[2019-11-27 05:07] Train Step 945900/1000000, Batch Size = 64, Examples/Sec = 6827.81, Accuracy = 0.67, Loss = 1.090
[2019-11-27 05:07] Train Step 946000/1000000, Batch Size = 64, Examples/Sec = 6863.95, Accuracy = 0.64, Loss = 1.163
[2019-11-27 05:07] Train Step 946100/1000000, Batch Size = 64, Examples/Sec = 6840.86, Accuracy = 0.66, Loss = 1.081
[2019-11-27 05:07] Train Step 946200/1000000, Batch Size = 64, Examples/Sec = 4745.78, Accuracy = 0.64, Loss = 1.134
[2019-11-27 05:07] Train Step 946300/1000000, Batch Size = 64, Examples/Sec = 6332.97, Accuracy = 0.65, Loss = 1.112
[2019-11-27 05:07] Train Step 946400/1000000, Batch Size = 64, Examples/Sec = 5968.42, Accuracy = 0.66, Loss = 1.116
[2019-11-27 05:08] Train Step 946500/1000000, Batch Size = 64, Examples/Sec = 6738.51, Accuracy = 0.66, Loss = 1.122
[2019-11-27 05:08] Train Step 946600/1000000, Batch Size = 64, Examples/Sec = 5272.23, Accuracy = 0.66, Loss = 1.088
[2019-11-27 05:08] Train Step 946700/1000000, Batch Size = 64, Examples/Sec = 5601.98, Accuracy = 0.67, Loss = 1.106
[2019-11-27 05:08] Train Step 946800/1000000, Batch Size = 64, Examples/Sec = 6825.21, Accuracy = 0.68, Loss = 1.047
[2019-11-27 05:08] Train Step 946900/1000000, Batch Size = 64, Examples/Sec = 6161.16, Accuracy = 0.67, Loss = 1.084
[2019-11-27 05:08] Train Step 947000/1000000, Batch Size = 64, Examples/Sec = 5321.24, Accuracy = 0.67, Loss = 1.024
[2019-11-27 05:08] Train Step 947100/1000000, Batch Size = 64, Examples/Sec = 6447.66, Accuracy = 0.67, Loss = 1.061
[2019-11-27 05:08] Train Step 947200/1000000, Batch Size = 64, Examples/Sec = 4430.29, Accuracy = 0.64, Loss = 1.124
[2019-11-27 05:08] Train Step 947300/1000000, Batch Size = 64, Examples/Sec = 5867.95, Accuracy = 0.64, Loss = 1.186
[2019-11-27 05:08] Train Step 947400/1000000, Batch Size = 64, Examples/Sec = 6892.50, Accuracy = 0.63, Loss = 1.185
[2019-11-27 05:08] Train Step 947500/1000000, Batch Size = 64, Examples/Sec = 6987.96, Accuracy = 0.66, Loss = 1.087
[2019-11-27 05:08] Train Step 947600/1000000, Batch Size = 64, Examples/Sec = 5793.24, Accuracy = 0.64, Loss = 1.160
[2019-11-27 05:08] Train Step 947700/1000000, Batch Size = 64, Examples/Sec = 5193.38, Accuracy = 0.67, Loss = 1.064
[2019-11-27 05:08] Train Step 947800/1000000, Batch Size = 64, Examples/Sec = 6850.46, Accuracy = 0.66, Loss = 1.102
[2019-11-27 05:08] Train Step 947900/1000000, Batch Size = 64, Examples/Sec = 6356.21, Accuracy = 0.65, Loss = 1.121
[2019-11-27 05:08] Train Step 948000/1000000, Batch Size = 64, Examples/Sec = 5396.23, Accuracy = 0.67, Loss = 1.095
[2019-11-27 05:08] Train Step 948100/1000000, Batch Size = 64, Examples/Sec = 7007.48, Accuracy = 0.66, Loss = 1.114
[2019-11-27 05:08] Train Step 948200/1000000, Batch Size = 64, Examples/Sec = 6397.41, Accuracy = 0.69, Loss = 1.058
[2019-11-27 05:08] Train Step 948300/1000000, Batch Size = 64, Examples/Sec = 6780.56, Accuracy = 0.66, Loss = 1.079
[2019-11-27 05:08] Train Step 948400/1000000, Batch Size = 64, Examples/Sec = 6901.19, Accuracy = 0.66, Loss = 1.096
[2019-11-27 05:08] Train Step 948500/1000000, Batch Size = 64, Examples/Sec = 6588.83, Accuracy = 0.67, Loss = 1.074
[2019-11-27 05:08] Train Step 948600/1000000, Batch Size = 64, Examples/Sec = 5619.21, Accuracy = 0.65, Loss = 1.122
[2019-11-27 05:08] Train Step 948700/1000000, Batch Size = 64, Examples/Sec = 6851.16, Accuracy = 0.67, Loss = 1.065
[2019-11-27 05:08] Train Step 948800/1000000, Batch Size = 64, Examples/Sec = 6891.09, Accuracy = 0.68, Loss = 1.052
[2019-11-27 05:08] Train Step 948900/1000000, Batch Size = 64, Examples/Sec = 5588.80, Accuracy = 0.64, Loss = 1.136
[2019-11-27 05:08] Train Step 949000/1000000, Batch Size = 64, Examples/Sec = 5578.46, Accuracy = 0.65, Loss = 1.105
[2019-11-27 05:08] Train Step 949100/1000000, Batch Size = 64, Examples/Sec = 6816.89, Accuracy = 0.68, Loss = 1.041
[2019-11-27 05:08] Train Step 949200/1000000, Batch Size = 64, Examples/Sec = 6763.64, Accuracy = 0.65, Loss = 1.140
[2019-11-27 05:08] Train Step 949300/1000000, Batch Size = 64, Examples/Sec = 6649.87, Accuracy = 0.65, Loss = 1.114
[2019-11-27 05:08] Train Step 949400/1000000, Batch Size = 64, Examples/Sec = 3890.37, Accuracy = 0.65, Loss = 1.121
[2019-11-27 05:08] Train Step 949500/1000000, Batch Size = 64, Examples/Sec = 4189.59, Accuracy = 0.67, Loss = 1.089
[2019-11-27 05:08] Train Step 949600/1000000, Batch Size = 64, Examples/Sec = 6914.88, Accuracy = 0.67, Loss = 1.086
[2019-11-27 05:08] Train Step 949700/1000000, Batch Size = 64, Examples/Sec = 6187.72, Accuracy = 0.64, Loss = 1.160
[2019-11-27 05:08] Train Step 949800/1000000, Batch Size = 64, Examples/Sec = 6367.52, Accuracy = 0.65, Loss = 1.108
[2019-11-27 05:09] Train Step 949900/1000000, Batch Size = 64, Examples/Sec = 6357.87, Accuracy = 0.66, Loss = 1.072
[2019-11-27 05:09] Train Step 950000/1000000, Batch Size = 64, Examples/Sec = 6345.54, Accuracy = 0.65, Loss = 1.143
[2019-11-27 05:09] Train Step 950100/1000000, Batch Size = 64, Examples/Sec = 6837.03, Accuracy = 0.63, Loss = 1.157
[2019-11-27 05:09] Train Step 950200/1000000, Batch Size = 64, Examples/Sec = 4351.71, Accuracy = 0.65, Loss = 1.124
[2019-11-27 05:09] Train Step 950300/1000000, Batch Size = 64, Examples/Sec = 4337.30, Accuracy = 0.66, Loss = 1.084
[2019-11-27 05:09] Train Step 950400/1000000, Batch Size = 64, Examples/Sec = 6646.58, Accuracy = 0.66, Loss = 1.082
[2019-11-27 05:09] Train Step 950500/1000000, Batch Size = 64, Examples/Sec = 6696.82, Accuracy = 0.67, Loss = 1.089
[2019-11-27 05:09] Train Step 950600/1000000, Batch Size = 64, Examples/Sec = 6785.01, Accuracy = 0.66, Loss = 1.094
[2019-11-27 05:09] Train Step 950700/1000000, Batch Size = 64, Examples/Sec = 5372.90, Accuracy = 0.67, Loss = 1.080
[2019-11-27 05:09] Train Step 950800/1000000, Batch Size = 64, Examples/Sec = 5715.28, Accuracy = 0.65, Loss = 1.091
[2019-11-27 05:09] Train Step 950900/1000000, Batch Size = 64, Examples/Sec = 6875.91, Accuracy = 0.68, Loss = 1.064
[2019-11-27 05:09] Train Step 951000/1000000, Batch Size = 64, Examples/Sec = 6691.31, Accuracy = 0.66, Loss = 1.122
[2019-11-27 05:09] Train Step 951100/1000000, Batch Size = 64, Examples/Sec = 6841.21, Accuracy = 0.67, Loss = 1.101
[2019-11-27 05:09] Train Step 951200/1000000, Batch Size = 64, Examples/Sec = 5547.45, Accuracy = 0.65, Loss = 1.115
[2019-11-27 05:09] Train Step 951300/1000000, Batch Size = 64, Examples/Sec = 6643.78, Accuracy = 0.66, Loss = 1.100
[2019-11-27 05:09] Train Step 951400/1000000, Batch Size = 64, Examples/Sec = 6633.11, Accuracy = 0.66, Loss = 1.086
[2019-11-27 05:09] Train Step 951500/1000000, Batch Size = 64, Examples/Sec = 6858.17, Accuracy = 0.66, Loss = 1.098
[2019-11-27 05:09] Train Step 951600/1000000, Batch Size = 64, Examples/Sec = 4322.91, Accuracy = 0.64, Loss = 1.141
[2019-11-27 05:09] Train Step 951700/1000000, Batch Size = 64, Examples/Sec = 5620.39, Accuracy = 0.68, Loss = 1.062
[2019-11-27 05:09] Train Step 951800/1000000, Batch Size = 64, Examples/Sec = 4395.25, Accuracy = 0.67, Loss = 1.084
[2019-11-27 05:09] Train Step 951900/1000000, Batch Size = 64, Examples/Sec = 6905.80, Accuracy = 0.65, Loss = 1.109
[2019-11-27 05:09] Train Step 952000/1000000, Batch Size = 64, Examples/Sec = 6450.29, Accuracy = 0.66, Loss = 1.104
[2019-11-27 05:09] Train Step 952100/1000000, Batch Size = 64, Examples/Sec = 5911.11, Accuracy = 0.67, Loss = 1.107
[2019-11-27 05:09] Train Step 952200/1000000, Batch Size = 64, Examples/Sec = 6902.61, Accuracy = 0.67, Loss = 1.091
[2019-11-27 05:09] Train Step 952300/1000000, Batch Size = 64, Examples/Sec = 6811.70, Accuracy = 0.64, Loss = 1.185
[2019-11-27 05:09] Train Step 952400/1000000, Batch Size = 64, Examples/Sec = 6210.76, Accuracy = 0.66, Loss = 1.127
[2019-11-27 05:09] Train Step 952500/1000000, Batch Size = 64, Examples/Sec = 6596.60, Accuracy = 0.65, Loss = 1.107
[2019-11-27 05:09] Train Step 952600/1000000, Batch Size = 64, Examples/Sec = 5793.61, Accuracy = 0.67, Loss = 1.069
[2019-11-27 05:09] Train Step 952700/1000000, Batch Size = 64, Examples/Sec = 6499.18, Accuracy = 0.66, Loss = 1.077
[2019-11-27 05:09] Train Step 952800/1000000, Batch Size = 64, Examples/Sec = 6868.87, Accuracy = 0.65, Loss = 1.092
[2019-11-27 05:09] Train Step 952900/1000000, Batch Size = 64, Examples/Sec = 5497.46, Accuracy = 0.64, Loss = 1.149
[2019-11-27 05:09] Train Step 953000/1000000, Batch Size = 64, Examples/Sec = 6890.20, Accuracy = 0.67, Loss = 1.044
[2019-11-27 05:09] Train Step 953100/1000000, Batch Size = 64, Examples/Sec = 6821.39, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:09] Train Step 953200/1000000, Batch Size = 64, Examples/Sec = 5063.48, Accuracy = 0.67, Loss = 1.065
[2019-11-27 05:10] Train Step 953300/1000000, Batch Size = 64, Examples/Sec = 6356.66, Accuracy = 0.63, Loss = 1.188
[2019-11-27 05:10] Train Step 953400/1000000, Batch Size = 64, Examples/Sec = 6816.54, Accuracy = 0.64, Loss = 1.153
[2019-11-27 05:10] Train Step 953500/1000000, Batch Size = 64, Examples/Sec = 4019.52, Accuracy = 0.65, Loss = 1.117
[2019-11-27 05:10] Train Step 953600/1000000, Batch Size = 64, Examples/Sec = 6932.55, Accuracy = 0.65, Loss = 1.130
[2019-11-27 05:10] Train Step 953700/1000000, Batch Size = 64, Examples/Sec = 6853.79, Accuracy = 0.66, Loss = 1.103
[2019-11-27 05:10] Train Step 953800/1000000, Batch Size = 64, Examples/Sec = 6741.39, Accuracy = 0.65, Loss = 1.111
[2019-11-27 05:10] Train Step 953900/1000000, Batch Size = 64, Examples/Sec = 5660.09, Accuracy = 0.66, Loss = 1.100
[2019-11-27 05:10] Train Step 954000/1000000, Batch Size = 64, Examples/Sec = 6974.16, Accuracy = 0.67, Loss = 1.081
[2019-11-27 05:10] Train Step 954100/1000000, Batch Size = 64, Examples/Sec = 4490.16, Accuracy = 0.68, Loss = 1.072
[2019-11-27 05:10] Train Step 954200/1000000, Batch Size = 64, Examples/Sec = 6083.66, Accuracy = 0.65, Loss = 1.097
[2019-11-27 05:10] Train Step 954300/1000000, Batch Size = 64, Examples/Sec = 4220.29, Accuracy = 0.64, Loss = 1.151
[2019-11-27 05:10] Train Step 954400/1000000, Batch Size = 64, Examples/Sec = 4424.37, Accuracy = 0.67, Loss = 1.091
[2019-11-27 05:10] Train Step 954500/1000000, Batch Size = 64, Examples/Sec = 6867.82, Accuracy = 0.67, Loss = 1.067
[2019-11-27 05:10] Train Step 954600/1000000, Batch Size = 64, Examples/Sec = 6669.54, Accuracy = 0.65, Loss = 1.106
[2019-11-27 05:10] Train Step 954700/1000000, Batch Size = 64, Examples/Sec = 4274.38, Accuracy = 0.66, Loss = 1.060
[2019-11-27 05:10] Train Step 954800/1000000, Batch Size = 64, Examples/Sec = 6788.62, Accuracy = 0.65, Loss = 1.132
[2019-11-27 05:10] Train Step 954900/1000000, Batch Size = 64, Examples/Sec = 6837.03, Accuracy = 0.65, Loss = 1.095
[2019-11-27 05:10] Train Step 955000/1000000, Batch Size = 64, Examples/Sec = 6897.46, Accuracy = 0.67, Loss = 1.083
[2019-11-27 05:10] Train Step 955100/1000000, Batch Size = 64, Examples/Sec = 6303.23, Accuracy = 0.66, Loss = 1.103
[2019-11-27 05:10] Train Step 955200/1000000, Batch Size = 64, Examples/Sec = 6928.80, Accuracy = 0.66, Loss = 1.097
[2019-11-27 05:10] Train Step 955300/1000000, Batch Size = 64, Examples/Sec = 6810.49, Accuracy = 0.65, Loss = 1.119
[2019-11-27 05:10] Train Step 955400/1000000, Batch Size = 64, Examples/Sec = 4119.57, Accuracy = 0.66, Loss = 1.131
[2019-11-27 05:10] Train Step 955500/1000000, Batch Size = 64, Examples/Sec = 5378.39, Accuracy = 0.67, Loss = 1.082
[2019-11-27 05:10] Train Step 955600/1000000, Batch Size = 64, Examples/Sec = 5891.52, Accuracy = 0.68, Loss = 1.036
[2019-11-27 05:10] Train Step 955700/1000000, Batch Size = 64, Examples/Sec = 5682.50, Accuracy = 0.68, Loss = 1.088
[2019-11-27 05:10] Train Step 955800/1000000, Batch Size = 64, Examples/Sec = 5698.90, Accuracy = 0.67, Loss = 1.054
[2019-11-27 05:10] Train Step 955900/1000000, Batch Size = 64, Examples/Sec = 6840.17, Accuracy = 0.64, Loss = 1.113
[2019-11-27 05:10] Train Step 956000/1000000, Batch Size = 64, Examples/Sec = 5230.72, Accuracy = 0.65, Loss = 1.112
[2019-11-27 05:10] Train Step 956100/1000000, Batch Size = 64, Examples/Sec = 6749.19, Accuracy = 0.65, Loss = 1.121
[2019-11-27 05:10] Train Step 956200/1000000, Batch Size = 64, Examples/Sec = 6727.03, Accuracy = 0.64, Loss = 1.153
[2019-11-27 05:10] Train Step 956300/1000000, Batch Size = 64, Examples/Sec = 6660.76, Accuracy = 0.65, Loss = 1.113
[2019-11-27 05:10] Train Step 956400/1000000, Batch Size = 64, Examples/Sec = 5097.04, Accuracy = 0.64, Loss = 1.155
[2019-11-27 05:10] Train Step 956500/1000000, Batch Size = 64, Examples/Sec = 6959.88, Accuracy = 0.65, Loss = 1.150
[2019-11-27 05:10] Train Step 956600/1000000, Batch Size = 64, Examples/Sec = 6475.35, Accuracy = 0.64, Loss = 1.152
[2019-11-27 05:10] Train Step 956700/1000000, Batch Size = 64, Examples/Sec = 6164.55, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:11] Train Step 956800/1000000, Batch Size = 64, Examples/Sec = 6820.70, Accuracy = 0.67, Loss = 1.049
[2019-11-27 05:11] Train Step 956900/1000000, Batch Size = 64, Examples/Sec = 3978.18, Accuracy = 0.65, Loss = 1.130
[2019-11-27 05:11] Train Step 957000/1000000, Batch Size = 64, Examples/Sec = 4432.70, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:11] Train Step 957100/1000000, Batch Size = 64, Examples/Sec = 3971.47, Accuracy = 0.65, Loss = 1.128
[2019-11-27 05:11] Train Step 957200/1000000, Batch Size = 64, Examples/Sec = 6242.69, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:11] Train Step 957300/1000000, Batch Size = 64, Examples/Sec = 6876.97, Accuracy = 0.64, Loss = 1.135
